RNA	protein	label
ENSMUST00000216586	B1AWL2	0
ENSMUST00000181406	P45481	1
ENSMUST00000197889	E9PWX8	0
ENSMUST00000125600	B2RWS6	1
ENSMUST00000205775	Q8BV79	0
ENSMUST00000145338	Q8C6S9	0
ENSMUST00000194571	B2RWS6	1
ENSMUST00000195288	E9PV66	0
ENSMUST00000194804	V9GX91	0
ENSMUST00000213140	A0A1D5RLU3	0
ENSMUST00000192416	C8YR32	0
ENSMUST00000186234	P19137	0
ENSMUST00000031305	Q09XV5	1
ENSMUST00000195992	B2RWS6	1
ENSMUST00000189466	Q9WU42-2	0
ENSMUST00000197090	B2RWS6	1
ENSMUST00000220643	Q09XV5	0
ENSMUST00000133648	E9Q447	0
ENSMUST00000205039	B2RWS6	1
ENSMUST00000189579	Q8C8R3-2	0
ENSMUST00000180809	Q09XV5	1
ENSMUST00000197227	P60330	0
ENSMUST00000222823	Q8BV79	0
ENSMUST00000197735	B2RWS6	1
ENSMUST00000182109	G3X8Q1	0
ENSMUST00000134069	Q61687	1
ENSMUST00000207036	P45481	1
ENSMUST00000180933	A2AJK6	1
ENSMUST00000212145	P11881	0
ENSMUST00000217413	P11881	0
ENSMUST00000192646	F6XPZ0	0
ENSMUST00000152669	Q09XV5	1
ENSMUST00000200370	E9Q7P2	0
ENSMUST00000181355	Q5SUG2	0
ENSMUST00000141846	Q8C8R3-2	0
ENSMUST00000147754	Q6DFZ2	0
ENSMUST00000218320	P97499	0
ENSMUST00000238471	Q3UHL6	0
ENSMUST00000199764	B2RWS6	1
ENSMUST00000052189	B2RWS6	1
ENSMUST00000202922	Q9ESD7	0
ENSMUST00000234056	Q9WTS5	0
ENSMUST00000196033	Q3TLH4	0
ENSMUST00000191700	Q6KCD5-2	0
ENSMUST00000186234	B2RWS6	1
ENSMUST00000199119	E9Q8T1	0
ENSMUST00000196669	Q09XV5	1
ENSMUST00000159138	Q8K284	0
ENSMUST00000204271	Q3UH66-7	0
ENSMUST00000195785	B2RWS6	1
ENSMUST00000194180	Q3UHR0	0
ENSMUST00000203836	Q09XV5	1
ENSMUST00000181438	Q09XV5	1
ENSMUST00000195610	E9Q7P2	0
ENSMUST00000193663	Q8CIZ8	0
ENSMUST00000189514	G3X8Q1	0
ENSMUST00000180809	Q01705	1
ENSMUST00000180585	A0A286YDF5	0
ENSMUST00000090779	B2RWS6	1
ENSMUST00000181327	B2RWS6	1
ENSMUST00000133960	E9Q202	0
ENSMUST00000168978	Q09XV5	1
ENSMUST00000173978	Q09XV5	1
ENSMUST00000187897	A2ADB0	0
ENSMUST00000201641	Q01705	1
ENSMUST00000171853	E9QAT4	0
ENSMUST00000200747	E9Q4F7	0
ENSMUST00000227799	Q811P8	0
ENSMUST00000192924	Q6KCD5-2	0
ENSMUST00000170933	Q8CIZ8	0
ENSMUST00000192085	B2RWS6	1
ENSMUST00000130582	Q01705	1
ENSMUST00000188678	Q3UHL6	0
ENSMUST00000126086	B2RWS6	1
ENSMUST00000054395	Q60841	0
ENSMUST00000232091	A0A0A0MQG2	0
ENSMUST00000198564	Q01705	1
ENSMUST00000201542	P45481	1
ENSMUST00000192003	E9Q1M6	0
ENSMUST00000200925	Q03172	0
ENSMUST00000166958	B2RWS6	1
ENSMUST00000232288	E9PWX8	0
ENSMUST00000147542	P45481	1
ENSMUST00000195611	Q8BZN6-2	0
ENSMUST00000143266	Q9ESD7	0
ENSMUST00000208849	Q09XV5	1
ENSMUST00000143227	B2RWS6	1
ENSMUST00000198971	B2RWS6	1
ENSMUST00000197163	Q9JL19	0
ENSMUST00000181582	Q5RIM6	0
ENSMUST00000212567	F8VPM9	0
ENSMUST00000210301	A2AF47	0
ENSMUST00000207316	Q99NH0	0
ENSMUST00000197982	B2RWS6	1
ENSMUST00000176552	B2RWS6	1
ENSMUST00000198383	E9Q411	0
ENSMUST00000205388	B2RWS6	1
ENSMUST00000203836	Q01705	1
ENSMUST00000180599	B7ZCD1	0
ENSMUST00000201770	E9Q9V3	0
ENSMUST00000181732	B2RWS6	1
ENSMUST00000212495	E9PWX8	0
ENSMUST00000127920	A2AJK6	1
ENSMUST00000238777	A3KFM7-2	0
ENSMUST00000098778	E9QL53	0
ENSMUST00000201641	B2RWS6	1
ENSMUST00000199788	Q5SS00	0
ENSMUST00000203510	Q9WU42-2	0
ENSMUST00000205157	E9QAT4	0
ENSMUST00000152203	Q80T79-1	0
ENSMUST00000166229	E9PUM4	0
ENSMUST00000188909	B2RWS6	1
ENSMUST00000191737	P45481	1
ENSMUST00000180599	A2AJK6	1
ENSMUST00000128165	A0A1Y7VKR5	0
ENSMUST00000212695	Q8BV79	0
ENSMUST00000225225	Q8BZN6-2	0
ENSMUST00000181912	A0A1Y7VKR5	0
ENSMUST00000202553	P42859	0
ENSMUST00000192614	A0A1L1SUH6	0
ENSMUST00000218381	P19137	0
ENSMUST00000194809	Q01705	1
ENSMUST00000231918	Q8C6S9	0
ENSMUST00000150471	Q09XV5	1
ENSMUST00000190598	B2RWS6	1
ENSMUST00000194661	A2AF47	0
ENSMUST00000181660	Q0KL02-3	0
ENSMUST00000150112	E9Q447	0
ENSMUST00000180488	B2RWS6	1
ENSMUST00000145865	B2RWS6	1
ENSMUST00000181085	A0A0G2JDZ9	0
ENSMUST00000227908	A0A0A0MQG2	0
ENSMUST00000180917	H9KV15	0
ENSMUST00000205509	B2RWS6	1
ENSMUST00000124015	B2RWS6	1
ENSMUST00000189763	B2RWS6	1
ENSMUST00000217507	Q8K4L3	0
ENSMUST00000180809	F8VPM9	0
ENSMUST00000181160	P45481	1
ENSMUST00000207366	Q5RIM6	0
ENSMUST00000181436	B2RWS6	1
ENSMUST00000195921	P45481	1
ENSMUST00000181476	B2RWS6	1
ENSMUST00000207920	Q8C8R3-2	0
ENSMUST00000232715	Q5RIM6	0
ENSMUST00000208685	Q09XV5	1
ENSMUST00000198098	Q8C6S9	0
ENSMUST00000181197	B2RWS6	1
ENSMUST00000199289	Q5DU37	0
ENSMUST00000125681	Q09XV5	1
ENSMUST00000196989	E9Q1M6	0
ENSMUST00000206216	B2RWS6	1
ENSMUST00000181103	Q09XV5	1
ENSMUST00000220643	F6XPZ0	0
ENSMUST00000199606	P45481	1
ENSMUST00000172701	Q61315	0
ENSMUST00000062902	Q01705	1
ENSMUST00000181526	Q3UHR0	0
ENSMUST00000206759	P11881	0
ENSMUST00000124848	B2RWS6	1
ENSMUST00000124015	Q09XV5	1
ENSMUST00000126212	B2RWS6	1
ENSMUST00000193413	Q09XV5	1
ENSMUST00000146346	Q09XV5	1
ENSMUST00000138379	D3Z3A8	0
ENSMUST00000181390	Q01705	1
ENSMUST00000154825	Q8C6S9	0
ENSMUST00000203950	Q8BL99-5	0
ENSMUST00000185694	B2RWS6	1
ENSMUST00000211070	B2RWS6	1
ENSMUST00000148587	V9GX23	0
ENSMUST00000033651	P45481	1
ENSMUST00000187794	E9PWB6	0
ENSMUST00000197163	A2AGH6	0
ENSMUST00000187378	E9PUM4	0
ENSMUST00000207739	P45481	1
ENSMUST00000200367	Q09XV5	1
ENSMUST00000181335	A2ADB0	0
ENSMUST00000191922	Q9ESE1-2	0
ENSMUST00000125681	B2RWS6	1
ENSMUST00000219875	P42859	0
ENSMUST00000144350	B2RWS6	1
ENSMUST00000181005	Q09XV5	1
ENSMUST00000198310	Q4VA61	0
ENSMUST00000199378	B2RWS6	1
ENSMUST00000197552	A0A140T8W1	0
ENSMUST00000180696	O08523	0
ENSMUST00000212832	B2RWS6	1
ENSMUST00000226719	Q8CIZ8	0
ENSMUST00000211251	G3UX48	0
ENSMUST00000149865	B2RWS6	1
ENSMUST00000181951	B2RWS6	1
ENSMUST00000135767	Q01705	1
ENSMUST00000160091	Q8K284	0
ENSMUST00000111270	E9Q8T1	0
ENSMUST00000213342	Q6ZQ93-3	0
ENSMUST00000202376	P60330	0
ENSMUST00000154246	Q09XV5	1
