RNA	protein	label
ENSMUST00000195179	Q9Z2D8	1
ENSMUST00000180442	P53566	1
ENSMUST00000133675	Q3TKT4	1
ENSMUST00000180759	Q8BGS3	1
ENSMUST00000224350	Q8VGL4	0
ENSMUST00000181317	P10085	1
ENSMUST00000199072	O09100	1
ENSMUST00000181575	P01101	1
ENSMUST00000218476	E9PWK1	0
ENSMUST00000141120	Q60929	1
ENSMUST00000143527	Q64249	1
ENSMUST00000196789	P54103	1
ENSMUST00000149952	K3W4L1	0
ENSMUST00000181348	Q02248	1
ENSMUST00000186261	Q62431	1
ENSMUST00000141511	Q60954	1
ENSMUST00000226397	Q5RJI5-2	0
ENSMUST00000195448	O09100	1
ENSMUST00000208274	Q91ZW3	1
ENSMUST00000185425	P17433	1
ENSMUST00000132973	P42128	1
ENSMUST00000205547	P28704	1
ENSMUST00000132657	P54728	1
ENSMUST00000192297	Q61009-2	0
ENSMUST00000182820	A0A0G2JDQ4	0
ENSMUST00000235300	Q60I26-2	0
ENSMUST00000209078	P01108	1
ENSMUST00000133534	A0A0J9YU95	0
ENSMUST00000123117	Q5F2C3	0
ENSMUST00000192037	Q60980	1
ENSMUST00000221408	Q3U3E2	0
ENSMUST00000143112	Q9D3E6	1
ENSMUST00000127672	P48281	1
ENSMUST00000135030	P29037	1
ENSMUST00000150702	Q08501	0
ENSMUST00000136472	P10085	1
ENSMUST00000206025	P70326	1
ENSMUST00000195532	O09106	1
ENSMUST00000196305	P42232	1
ENSMUST00000228063	Q9QYF1	0
ENSMUST00000120398	Q8BHC9	0
ENSMUST00000178699	Q64249	1
ENSMUST00000131110	P23708	1
ENSMUST00000197740	K7N6U2	0
ENSMUST00000129933	Q9CU62	1
ENSMUST00000186931	P19091	1
ENSMUST00000196445	A0A1B0GSJ1	0
ENSMUST00000210768	Q8BHJ9	0
ENSMUST00000204945	Q3UV55	1
ENSMUST00000142569	A2AFK7	0
ENSMUST00000232651	A0A1B0GSA2	0
ENSMUST00000138492	E0CZ42	0
ENSMUST00000141174	Q08775	1
ENSMUST00000187426	A8VI09	0
ENSMUST00000144026	P06537	1
ENSMUST00000028061	P09450	1
ENSMUST00000190868	Q6J1H4	1
ENSMUST00000141935	Q03347	1
ENSMUST00000180905	Q32NY8	0
ENSMUST00000132811	P51960	1
ENSMUST00000192526	Q5U4B1	0
ENSMUST00000216204	Q6P8U6	0
ENSMUST00000195545	A4QPF5	0
ENSMUST00000229604	G3X8Y1	0
ENSMUST00000138988	P37242	1
ENSMUST00000142429	Q99JB6	1
ENSMUST00000144178	Q8R326	1
ENSMUST00000220603	P51912	0
ENSMUST00000194823	A0A0N4SUV6	0
ENSMUST00000210294	Q80WJ7	0
ENSMUST00000136500	A2A9I7	1
ENSMUST00000181076	P15066	1
ENSMUST00000218861	A0A0A0MQD7	0
ENSMUST00000129780	Q3UV55	1
ENSMUST00000223049	Q3TKY6	0
ENSMUST00000225058	Q5XFR0	0
ENSMUST00000153030	P19091	1
ENSMUST00000127942	Q921N8	1
ENSMUST00000194988	P52633	1
ENSMUST00000188729	Q07802	1
ENSMUST00000137193	P48432	1
ENSMUST00000180948	P70662	1
ENSMUST00000137800	Q810P0	0
ENSMUST00000126966	P25916	1
ENSMUST00000209052	Q64287	1
ENSMUST00000126231	Q8VH17	0
ENSMUST00000229092	E9PZF4	0
ENSMUST00000138710	Q64131	1
ENSMUST00000232213	Q08ED5	0
ENSMUST00000208693	E9Q9A9	0
ENSMUST00000194938	A0A182DWE6	0
ENSMUST00000204153	P19426	1
ENSMUST00000142509	P97436	1
ENSMUST00000127716	F1T2M3	0
ENSMUST00000152494	B7ZCP5	0
ENSMUST00000181899	P19091	1
ENSMUST00000221201	A0A5H1ZRL0	0
ENSMUST00000171483	F6RP29	0
ENSMUST00000194318	P15314	1
ENSMUST00000124153	Q9R1E0	1
ENSMUST00000060825	Q9D2U3	0
ENSMUST00000200523	Q6NZA9	1
ENSMUST00000123899	A2A9I7	1
ENSMUST00000141926	Q3TKT4	1
ENSMUST00000058992	A0A0R4J2B7	0
ENSMUST00000166653	Q9DBH0	0
ENSMUST00000152986	Q8BRH0	0
ENSMUST00000124336	A0A1W2P8E1	0
ENSMUST00000174019	L7N279	0
ENSMUST00000146535	A4QPC5	0
ENSMUST00000127060	P20263	1
ENSMUST00000181479	Q9CWR8	1
ENSMUST00000148654	Q9CW03	1
ENSMUST00000140275	P42866-10	0
ENSMUST00000200042	Q60954	1
ENSMUST00000181873	Q8BFU3-4	0
ENSMUST00000211317	Q9WUZ9	0
ENSMUST00000127883	P10085	1
ENSMUST00000188427	P97291	0
ENSMUST00000150544	Q61550	1
ENSMUST00000186340	Q62431	1
ENSMUST00000131085	Q9CW03	1
ENSMUST00000144419	P09450	1
ENSMUST00000188158	Q9Z248-3	0
ENSMUST00000198237	Q08874	1
ENSMUST00000131642	Q9QUR6	1
ENSMUST00000145105	P41778	1
ENSMUST00000154377	P09450	1
ENSMUST00000209120	Q9Z0Y9	1
ENSMUST00000174760	A0A494B9Q9	0
ENSMUST00000129479	B1ASL3	0
ENSMUST00000205924	O70551	0
ENSMUST00000201728	P50220	1
ENSMUST00000181498	Q60591	1
ENSMUST00000146624	Q01147	1
ENSMUST00000195540	Q04207	1
ENSMUST00000152229	Q9EPS9	0
ENSMUST00000129460	P37238	1
ENSMUST00000156391	Q8BHB3	0
ENSMUST00000149231	G3X9F2	0
ENSMUST00000207438	Q9CWR8	1
ENSMUST00000141875	Q3V2J0	0
ENSMUST00000139194	A0A1W2P7V4	0
ENSMUST00000184172	Q61169	1
ENSMUST00000148464	E9PUB7	0
ENSMUST00000177893	F8WI85	0
ENSMUST00000123263	P17679	1
ENSMUST00000166858	Q9Z1T5	0
ENSMUST00000199120	P23708	1
ENSMUST00000190260	B1H3M0	0
ENSMUST00000192042	Q8BTG3	0
ENSMUST00000160938	P42225	1
ENSMUST00000156020	Q8VDK3	1
ENSMUST00000185536	Q922M5	0
ENSMUST00000198198	Q62141	1
ENSMUST00000128894	P48432	1
ENSMUST00000145961	P08046	1
ENSMUST00000172211	A0A3Q4EGJ3	0
ENSMUST00000146010	A0A2I3BR20	0
ENSMUST00000134289	P42232	1
ENSMUST00000232622	Q9Z2L6	0
ENSMUST00000204689	Q9Z0Z7	1
ENSMUST00000200060	Q8VCW4	0
ENSMUST00000142353	P70662	1
ENSMUST00000219407	Q3UCQ1	0
ENSMUST00000135990	P59941	1
ENSMUST00000172547	Q8BUN9-3	0
ENSMUST00000236083	B2RVW2	0
ENSMUST00000189899	Q6PDQ2	1
ENSMUST00000195035	Q80ZQ5-2	0
ENSMUST00000192407	Q8VIG1	1
ENSMUST00000187014	Q8K220	0
ENSMUST00000146314	P06537	1
ENSMUST00000199037	Q8BUN5	1
ENSMUST00000146982	P53566	1
ENSMUST00000188753	Q9CW03	1
ENSMUST00000144761	Q9CWH1	0
ENSMUST00000156950	O09106	1
ENSMUST00000173825	Q62318	1
ENSMUST00000195048	P81270	1
ENSMUST00000098678	Q3TKT4	1
ENSMUST00000195495	P17679	1
ENSMUST00000181387	O70546	1
ENSMUST00000209591	Q8K1N2	0
ENSMUST00000123905	Q64249	1
ENSMUST00000137259	P59941	1
ENSMUST00000195407	Q3TKT4	1
ENSMUST00000188068	Q9Z0Z7	1
ENSMUST00000139769	Q9JMD0-4	0
ENSMUST00000191429	A2AQ25-5	0
ENSMUST00000205810	P26687	1
ENSMUST00000226509	Q7TN75-2	0
ENSMUST00000236272	Q8K4J6-2	0
ENSMUST00000139822	Q91XA8	0
ENSMUST00000213614	G3UX35	0
ENSMUST00000145262	A0A1L1SSA5	0
ENSMUST00000160351	D3YWN5	0
ENSMUST00000146404	Q91VL8	1
ENSMUST00000198198	P15314	1
ENSMUST00000188031	P12979	1
ENSMUST00000180858	P34056	1
ENSMUST00000187669	H9KV07	0
ENSMUST00000201201	Q8BGS3	1
ENSMUST00000202542	A0A286YDC0	0
ENSMUST00000204954	B2RR83	1
ENSMUST00000129353	Q8VCT4	0
ENSMUST00000129924	Q6NZA9	1
ENSMUST00000225579	Q99J09	0
ENSMUST00000195990	B2RVW2	0
ENSMUST00000193917	P42225	1
ENSMUST00000151754	P42225	1
ENSMUST00000153879	Q07802	1
ENSMUST00000140421	P19426	1
ENSMUST00000166637	Q61169	1
ENSMUST00000140319	A6QRF1	0
ENSMUST00000220167	D3YTR6	0
ENSMUST00000228272	Q8K015	0
ENSMUST00000132394	P10085	1
ENSMUST00000207368	Q8BHJ9	0
ENSMUST00000223766	G3X8S2	0
ENSMUST00000207649	P20263	1
ENSMUST00000209210	Q62318	1
ENSMUST00000124153	Q62232	1
ENSMUST00000146372	Q64131	1
ENSMUST00000202626	P17433	1
ENSMUST00000129408	P35582	1
ENSMUST00000152070	Q02242	0
ENSMUST00000169887	F6X2K7	0
ENSMUST00000148597	Q9R1E0	1
ENSMUST00000198269	P20263	1
ENSMUST00000190550	Q62086	0
ENSMUST00000137275	P28700	1
ENSMUST00000131864	Q60591	1
ENSMUST00000207517	P28700	1
ENSMUST00000236945	Q80XA6	0
ENSMUST00000194266	A0A1B0GSS2	0
ENSMUST00000234684	Q61466	0
ENSMUST00000200523	Q9D3R9	1
ENSMUST00000188271	Q61473	1
ENSMUST00000182545	Q60611	1
ENSMUST00000159981	P02340	1
ENSMUST00000128214	P11416	1
ENSMUST00000215356	B8JKV0	0
ENSMUST00000226897	A0A0J9YU61	0
ENSMUST00000146560	F7A3M3	0
ENSMUST00000203300	Q02248	1
ENSMUST00000196840	Q9D3E6	1
ENSMUST00000214135	Q9ERE3	0
ENSMUST00000184260	P51960	1
ENSMUST00000198047	A0A0J9YSF5	0
ENSMUST00000185536	P48985	1
ENSMUST00000190816	Q0KK56-2	0
ENSMUST00000153089	P70662	1
ENSMUST00000212490	A0A286YCY7	0
ENSMUST00000137134	P42582	1
ENSMUST00000128198	P47811	0
ENSMUST00000231458	A0A1L1SSW1	0
ENSMUST00000228796	Q8R262	0
ENSMUST00000122978	P51960	1
ENSMUST00000216860	Q8K2P2	0
ENSMUST00000185310	P19091	1
ENSMUST00000156395	P01108	1
ENSMUST00000224419	Q80TS8-2	0
ENSMUST00000108464	Q04207	1
ENSMUST00000155505	O09106	1
ENSMUST00000125558	P12979	1
ENSMUST00000190396	Q04887	1
ENSMUST00000225447	F7B9R2	0
ENSMUST00000181008	P81270	1
ENSMUST00000205253	P37242	1
ENSMUST00000139423	Q61164	1
ENSMUST00000186707	Q8R3E3-3	0
ENSMUST00000181076	P28700	1
ENSMUST00000221940	Q3UR02	0
ENSMUST00000225579	A2A6J0	0
ENSMUST00000161868	P53566	1
ENSMUST00000141930	P15066	1
ENSMUST00000133772	Q921G6	0
ENSMUST00000131514	Q60980	1
ENSMUST00000146016	Q61188	1
ENSMUST00000134289	P81270	1
ENSMUST00000230071	Q9DCD0	0
ENSMUST00000139006	Q00322	1
ENSMUST00000124620	O35185	1
ENSMUST00000201654	Q61164	1
ENSMUST00000238763	Q8K299-2	0
ENSMUST00000124829	Q9Z0Z7	1
ENSMUST00000196150	D3YWC7	0
ENSMUST00000182496	Q3TKT4	1
ENSMUST00000177893	B8JJC1	0
ENSMUST00000200155	P22091	1
ENSMUST00000155674	P31266	1
ENSMUST00000201006	P54728	1
ENSMUST00000197199	P42582	1
ENSMUST00000156664	B8JK05	0
ENSMUST00000199799	P70284	1
ENSMUST00000172075	P26687	1
ENSMUST00000150389	Q08874	1
ENSMUST00000199552	G3UWE2	0
ENSMUST00000203293	P42582	1
ENSMUST00000061899	Q3TTW5	0
ENSMUST00000193799	P53566	1
ENSMUST00000195208	Q3UTJ2-7	0
ENSMUST00000233360	D3Z533	0
ENSMUST00000130205	Q9CW03	1
ENSMUST00000151848	P48432	1
ENSMUST00000191524	Q06831	1
ENSMUST00000192297	P20263	1
ENSMUST00000188935	P01108	1
ENSMUST00000181581	P43300	0
ENSMUST00000148087	P56959	1
ENSMUST00000185939	P70314	1
ENSMUST00000194328	Q61164	1
ENSMUST00000189170	Q8BQS4	0
ENSMUST00000139005	P63005-2	0
ENSMUST00000144407	P15314	1
ENSMUST00000196302	P54103	1
ENSMUST00000151344	P43241	1
ENSMUST00000201640	A2AWS5	0
ENSMUST00000217207	Q8R179-2	0
ENSMUST00000131146	Q62431	1
ENSMUST00000197360	Q00322	1
ENSMUST00000214308	A0A0N4SVE4	0
ENSMUST00000197142	Q80Z10-2	0
ENSMUST00000216389	Q5RL51-3	0
ENSMUST00000196302	Q02248	1
ENSMUST00000181412	Q64705	1
ENSMUST00000200057	A4QPC5	0
ENSMUST00000205394	Q91Y44	1
ENSMUST00000231764	Q5UE59	0
ENSMUST00000204020	Q9JKX3-2	0
ENSMUST00000191643	Q60520	1
ENSMUST00000138427	P26687	1
ENSMUST00000226138	F6R2A2	0
ENSMUST00000184288	Q6NZF1	1
ENSMUST00000144634	O09100	1
ENSMUST00000218708	Q9CRA4	0
ENSMUST00000233047	Q8BHC9	0
ENSMUST00000194573	Q9CQ73	0
ENSMUST00000201312	Q60980	1
ENSMUST00000203903	O09100	1
ENSMUST00000140987	P17679	1
ENSMUST00000196771	P27577	1
ENSMUST00000180708	Q9QWW1-2	0
ENSMUST00000181929	Q7TSY6-6	0
ENSMUST00000134688	A0A494BAM2	0
ENSMUST00000218255	Q6PE87-2	0
ENSMUST00000195951	Q6ZPV2	1
ENSMUST00000181447	P17679	1
ENSMUST00000132097	P35583	1
ENSMUST00000181794	Q9CU62	1
ENSMUST00000219103	Q8VCM2-2	0
ENSMUST00000132692	P53566	1
ENSMUST00000152439	Q8BGS3	1
ENSMUST00000156612	Q56A08	0
ENSMUST00000181899	Q32NY8	0
ENSMUST00000147937	Q9CU62	1
ENSMUST00000196262	P48432	1
ENSMUST00000186146	Q9CWR8	0
ENSMUST00000186567	Q6P9P0	0
ENSMUST00000123829	Q925J9	1
ENSMUST00000208121	P62915	1
ENSMUST00000210614	Q60I26-2	0
ENSMUST00000198762	P70662	1
ENSMUST00000181781	Q9CQJ4	1
ENSMUST00000181338	P63101	0
ENSMUST00000178692	A0A1W2P6X3	0
ENSMUST00000234268	B2RVL6	0
ENSMUST00000194757	A0A338P7G0	0
ENSMUST00000204157	P63058	1
ENSMUST00000192782	Q6J1H4	1
ENSMUST00000171248	P48985	1
ENSMUST00000134250	Q64705	1
ENSMUST00000194611	P23204	1
ENSMUST00000168442	A0A494B9X3	0
ENSMUST00000168470	Q9WUA5	0
ENSMUST00000207652	P50220	1
ENSMUST00000140614	Q8C0I4	0
ENSMUST00000189401	A0A087WSI9	0
ENSMUST00000145411	Q91VL8	1
ENSMUST00000143605	Q61286	1
ENSMUST00000217425	E9PVB8	0
ENSMUST00000159260	S4R171	0
ENSMUST00000181306	P97367	1
ENSMUST00000123904	Q8K5B1-3	0
ENSMUST00000131634	Q60954	1
ENSMUST00000151945	P51960	1
ENSMUST00000152190	P42227	1
ENSMUST00000126642	P19091	1
ENSMUST00000160351	Q91WW5	0
ENSMUST00000200726	P35583	1
ENSMUST00000215349	A2AQZ2	0
ENSMUST00000136187	Q61789-2	0
ENSMUST00000129735	Q8C8Z9	0
ENSMUST00000152264	P26687	1
ENSMUST00000141032	P42225	1
ENSMUST00000143473	P37238	1
ENSMUST00000183226	Q9CXG9	1
ENSMUST00000156169	P51960	1
ENSMUST00000215363	E9Q1F5	0
ENSMUST00000189840	A0A286YD31	0
ENSMUST00000149373	P37242	1
ENSMUST00000232347	E9Q7K7	0
ENSMUST00000206896	A0A0R4J0P3	0
ENSMUST00000238857	A0A3B2W7W5	0
ENSMUST00000144770	P41183	1
ENSMUST00000190830	Q8VGC4	0
ENSMUST00000204883	F6TNF2	0
ENSMUST00000205787	Q67E05-2	0
ENSMUST00000123509	Q6J1H4	1
ENSMUST00000192500	P37238	1
ENSMUST00000208121	P37238	1
ENSMUST00000176972	O35185	1
ENSMUST00000207190	E9Q7X7	0
ENSMUST00000153049	P08775	1
ENSMUST00000194949	Q99PJ2	0
ENSMUST00000227835	J3QPK8	0
ENSMUST00000181444	P70284	1
ENSMUST00000214658	Q7TR14	0
ENSMUST00000226452	J3QNR6	0
ENSMUST00000205396	Q61286	1
ENSMUST00000214999	Q8BVA0	0
ENSMUST00000140275	H3BIY7	0
ENSMUST00000192299	A0A2I3BRM8	0
ENSMUST00000223281	Q3TEA8	0
ENSMUST00000181137	Q61188	1
ENSMUST00000192894	E9Q5M9	0
ENSMUST00000199913	Q61550	1
ENSMUST00000143559	Q69ZS0-2	0
ENSMUST00000219486	D3Z5G7	0
ENSMUST00000107095	B5TVM2	0
ENSMUST00000146754	Q9D3E6	1
ENSMUST00000137706	Q64131	1
ENSMUST00000184172	Q5M6W7	0
ENSMUST00000194599	Q62383	1
ENSMUST00000142068	P28033	1
ENSMUST00000184823	Q91WR3-2	0
ENSMUST00000231376	A2AB83	0
ENSMUST00000178206	Q9QYF1	0
ENSMUST00000139190	Q9CQ33	0
ENSMUST00000179421	Q9EPN9	0
ENSMUST00000141926	P19785	1
ENSMUST00000129075	Q60793	1
ENSMUST00000142804	Q99MA9	1
ENSMUST00000228611	A0A571BER1	0
ENSMUST00000152229	Q99MA9	1
ENSMUST00000189100	P27577	1
ENSMUST00000198720	A0A1Y7VNW5	0
ENSMUST00000138424	Q9CWR8	1
ENSMUST00000190908	Q9CQ33	0
ENSMUST00000135857	Q7TQZ6	0
ENSMUST00000149990	P28033	1
ENSMUST00000219795	Q8BHN3-2	0
ENSMUST00000199386	P20263	1
ENSMUST00000138988	P70353	1
ENSMUST00000181034	Q6P1E1	1
ENSMUST00000235330	A0A1L1SSV2	0
ENSMUST00000163196	Q9D3R9	1
ENSMUST00000222104	A2CI98	0
ENSMUST00000209349	S4R2Q9	0
ENSMUST00000181622	Q8VF14	0
ENSMUST00000226343	P46735-2	0
ENSMUST00000236054	Q924L1-3	0
ENSMUST00000232339	P61222	0
ENSMUST00000188203	Q8BXK9	0
ENSMUST00000154414	Q00899	1
ENSMUST00000208872	Q9CW03	1
ENSMUST00000152494	Q8BZ94	0
ENSMUST00000227889	O88569-2	0
ENSMUST00000227980	P32067	0
ENSMUST00000198157	Q9D3R9	1
ENSMUST00000197867	P28700	1
ENSMUST00000224827	P43029-2	0
ENSMUST00000139822	P42225	1
ENSMUST00000229368	A0A0U1RP47	0
ENSMUST00000185312	Q7TSQ1-2	0
ENSMUST00000150203	Q9Z2D8	1
ENSMUST00000153153	P28033	1
ENSMUST00000141929	P08046	1
ENSMUST00000125631	B1AUF1	0
ENSMUST00000191576	P17679	1
ENSMUST00000190581	Q6ZQK0	1
ENSMUST00000208351	P42225	1
ENSMUST00000128183	Q00899	1
ENSMUST00000123663	Q61550	1
ENSMUST00000219976	A1A535-2	0
ENSMUST00000213761	Q8CG80-2	0
ENSMUST00000199340	Q9JHE4	0
ENSMUST00000214658	Q9DCK4	0
ENSMUST00000134584	Q8BPC6	0
ENSMUST00000151851	P13346	1
ENSMUST00000133867	Q60943	0
ENSMUST00000236350	E9Q0S8	0
ENSMUST00000147144	A0A0A0MQD7	0
ENSMUST00000147206	P09450	1
ENSMUST00000225935	Q59J91	0
ENSMUST00000143208	Q921N8	1
ENSMUST00000215783	E0CYB9	0
ENSMUST00000238473	Q3UP75	0
ENSMUST00000194862	O88448	0
ENSMUST00000197832	P52430	0
ENSMUST00000207438	Q9QUR6	1
ENSMUST00000193363	P01101	1
ENSMUST00000191344	A0A0D2X7Z2	0
ENSMUST00000191411	Q62443	0
ENSMUST00000132108	Q60611	1
ENSMUST00000143869	P28033	1
ENSMUST00000234981	Q80YE7	0
ENSMUST00000152799	O70273	1
ENSMUST00000207096	Q2TVW7	0
ENSMUST00000233901	Q3TAW3	0
ENSMUST00000132731	Q8K0L3-2	0
ENSMUST00000198885	O09100	1
ENSMUST00000154530	P20263	1
ENSMUST00000187366	Q8C7R7	1
ENSMUST00000222745	Q99N80	0
ENSMUST00000181472	Q3TZG8	0
ENSMUST00000190927	Q6NZA9	1
ENSMUST00000207402	Q8BWQ1	0
ENSMUST00000203964	A2ACC7	0
ENSMUST00000186134	O35906	1
ENSMUST00000171278	Q6NZF1	1
ENSMUST00000141935	Q9CWR1-3	0
ENSMUST00000219367	P10637-3	0
ENSMUST00000211380	P35486	0
ENSMUST00000199616	Q61164	1
ENSMUST00000136218	Q6NZA9	1
ENSMUST00000131085	Q01147	1
ENSMUST00000168951	Q61473	1
ENSMUST00000221524	Q80SX8-2	0
ENSMUST00000199072	E9PYK6	0
ENSMUST00000186261	Q6PDQ2	1
ENSMUST00000144750	F6ZKR0	0
ENSMUST00000141420	G3UYD4	0
ENSMUST00000202396	Q8VDZ4-2	0
ENSMUST00000202708	Q7TNC8	0
ENSMUST00000186923	D3Z3X5	0
ENSMUST00000129780	Q61550	1
ENSMUST00000193626	Q99N32	0
ENSMUST00000160178	P19091	1
ENSMUST00000229204	Q6DFV7-3	0
ENSMUST00000187423	P63005-2	0
ENSMUST00000234343	Q9JJ11-2	0
ENSMUST00000147834	P17433	1
ENSMUST00000203704	Q60644	1
ENSMUST00000184172	Q02248	1
ENSMUST00000217997	Q80Y83-14	0
ENSMUST00000218164	A0A087WNY4	0
ENSMUST00000192234	Q9CU62	1
ENSMUST00000183394	F7B458	0
ENSMUST00000186052	P70186	0
ENSMUST00000135799	Q9D0E1-2	0
ENSMUST00000187878	B2RVW2	0
ENSMUST00000210951	Q8BFY9	0
ENSMUST00000181873	P61979-2	0
ENSMUST00000181918	Q61550	1
ENSMUST00000206970	Q9CWR8	1
ENSMUST00000201027	A0A0G2JF49	0
ENSMUST00000146364	Q9CQM9	0
ENSMUST00000193735	P81270	0
ENSMUST00000144109	P05555	0
ENSMUST00000144542	O55203	0
ENSMUST00000220265	Q64GA5-2	0
ENSMUST00000139891	V9GWT0	0
ENSMUST00000189555	O09000	0
ENSMUST00000122821	P46684	1
ENSMUST00000232059	G3X8Z3	0
ENSMUST00000124953	P70255	1
ENSMUST00000237736	Q9EQW8	0
ENSMUST00000131299	O35261	0
ENSMUST00000191740	D3YTY1	0
ENSMUST00000214385	Q80YE7	0
ENSMUST00000231734	A0A0J9YUG4	0
ENSMUST00000180426	P19091	1
ENSMUST00000222758	Q3V3V9-2	0
ENSMUST00000227598	D6RD05	0
ENSMUST00000185995	Q60954	1
ENSMUST00000141000	D3Z0T0	0
ENSMUST00000194714	Q61880	1
ENSMUST00000162318	Q02248	1
ENSMUST00000221662	P63163	0
ENSMUST00000231361	Q9DB20	0
ENSMUST00000131093	Q61169	1
ENSMUST00000186973	Q61473	1
ENSMUST00000180469	Q9WUT3	0
ENSMUST00000194583	P15314	1
ENSMUST00000224786	P17679	1
ENSMUST00000141964	E9Q613	0
ENSMUST00000221031	Q8VFI1	0
ENSMUST00000135630	Q61473	1
ENSMUST00000217927	Q61335	0
ENSMUST00000209831	P23506-2	0
ENSMUST00000151817	Q8CCI5	1
ENSMUST00000204689	P02340	1
ENSMUST00000239219	A2ACC7	0
ENSMUST00000153675	P46684	1
ENSMUST00000170214	P19426	1
ENSMUST00000150450	O54839	1
ENSMUST00000190754	Q8VBV8	0
ENSMUST00000225038	Q7TRK1	0
ENSMUST00000140116	P20263	1
ENSMUST00000195109	P15379-5	0
ENSMUST00000205487	P43241	1
ENSMUST00000182265	P19091	1
ENSMUST00000182145	P70353	1
ENSMUST00000086912	P62814	0
ENSMUST00000148457	Q00175	1
ENSMUST00000181189	P37242	1
ENSMUST00000155864	Q5SW75-4	0
ENSMUST00000134971	Q60674	1
ENSMUST00000131080	A0A1L1SSV8	0
ENSMUST00000149095	Q08369	1
ENSMUST00000128925	B2RR83	1
ENSMUST00000194140	P41183	1
ENSMUST00000189627	Q08EG8	0
ENSMUST00000189080	P49698	1
ENSMUST00000206967	P62915	1
ENSMUST00000186431	P17433	1
ENSMUST00000238622	H3BK90	0
ENSMUST00000144085	Q5SQB0	0
ENSMUST00000199398	A2ADA5-3	0
ENSMUST00000202229	P70326	1
ENSMUST00000210869	A0A1B0GR18	0
ENSMUST00000124555	Q8VIG1	1
ENSMUST00000196714	P22605	1
ENSMUST00000134059	Q91Y44	1
ENSMUST00000191905	Q60611	1
ENSMUST00000210951	Q9WUA3	0
ENSMUST00000206485	M9MMK5	0
ENSMUST00000207413	A0A286YEC5	0
ENSMUST00000236569	A0A087WNV6	0
ENSMUST00000193813	Q61473	1
ENSMUST00000204889	P41778	1
ENSMUST00000194818	Q3TDK6	0
ENSMUST00000192576	P19785	1
ENSMUST00000196445	Q9R0Y1	0
ENSMUST00000239275	Q3UIR3	0
ENSMUST00000226673	F2Z468	0
ENSMUST00000128125	P42232	1
ENSMUST00000181612	Q06507	1
ENSMUST00000231384	Q05186	0
ENSMUST00000146690	P06876	1
ENSMUST00000193259	Q8C0T9	0
ENSMUST00000177262	G3X9Q3	0
ENSMUST00000124813	Q8BGF3	0
ENSMUST00000191007	O35185	1
ENSMUST00000234865	Q8BV57	0
ENSMUST00000181629	Q8BUN5	1
ENSMUST00000229604	Q91YI6-2	0
ENSMUST00000182496	P35582	1
ENSMUST00000228127	P70180	0
ENSMUST00000193841	Q9EPS4	0
ENSMUST00000177351	P17679	1
ENSMUST00000207657	P51448	1
ENSMUST00000138855	P70353	1
ENSMUST00000204288	O70273	1
ENSMUST00000212428	Q8BNW6	0
ENSMUST00000156020	Q9DCD5	0
ENSMUST00000213581	H3BJQ8	0
ENSMUST00000133025	P25799	1
ENSMUST00000196142	Q3V2L1	0
ENSMUST00000151282	G3X8U8	0
ENSMUST00000204954	P35583	1
ENSMUST00000188349	D3Z4V0	0
ENSMUST00000186973	Q61164	1
ENSMUST00000139773	A0A1B0GT67	0
ENSMUST00000203086	Q99K95	0
ENSMUST00000130082	P42225	1
ENSMUST00000193896	P20293	1
ENSMUST00000159201	A2AU71	0
ENSMUST00000101425	Q5SV66	0
ENSMUST00000151670	Q60980	1
ENSMUST00000145790	A0A3B2WD03	0
ENSMUST00000231931	Q3UN16	0
ENSMUST00000236945	Q91Y44	1
ENSMUST00000189233	P28705	1
ENSMUST00000148542	F8VPT3	0
ENSMUST00000135873	P27577	1
ENSMUST00000187047	Q80W88	0
ENSMUST00000132690	Q61473	1
ENSMUST00000071522	Q8C9B9-3	0
ENSMUST00000234398	A0A1D5RLG2	0
ENSMUST00000196228	P06537	1
ENSMUST00000155885	P37238	1
ENSMUST00000132296	Q8VDK3	1
ENSMUST00000199431	O09106	0
ENSMUST00000155180	P53566	1
ENSMUST00000132840	P17679	1
ENSMUST00000151443	P17679	1
ENSMUST00000187511	P63058	1
ENSMUST00000204352	Q8C120-3	0
ENSMUST00000200738	E9Q9B1	0
ENSMUST00000191154	A2APF3	1
ENSMUST00000152001	P37238	1
ENSMUST00000128178	Q00420-3	0
ENSMUST00000162027	Q80XC3-2	0
ENSMUST00000181274	Q8C7R7	1
ENSMUST00000159897	P27577	1
ENSMUST00000198964	Q8C7R7	1
ENSMUST00000206564	P26687	1
ENSMUST00000165464	Q9JIF0-2	0
ENSMUST00000193725	Q80XP9	0
ENSMUST00000185424	Q5UE59	0
ENSMUST00000143527	Q07802	1
ENSMUST00000197523	Q91Y44	1
ENSMUST00000239191	Q7TQQ5	0
ENSMUST00000155224	Q4VBE4	0
ENSMUST00000209402	A0A1L1SQZ7	0
ENSMUST00000187786	E9Q5L7	0
ENSMUST00000191101	Q8K2W6	1
ENSMUST00000181147	D3Z4K7	0
ENSMUST00000155199	Q8R0F3	0
ENSMUST00000152439	Q60674	1
ENSMUST00000183507	Q80VR2	1
ENSMUST00000132840	P27577	1
ENSMUST00000143559	A4FTY8	0
ENSMUST00000146224	Q8C7R7	1
ENSMUST00000186629	Q71S44	0
ENSMUST00000239180	A2AVB8	0
ENSMUST00000169163	P70436	0
ENSMUST00000129908	Q9D4V3-2	0
